,tz_base,cg_base,tz_main_2_aux_6,cg_main_2_aux_6,tz_main_2_aux_3,cg_main_2_aux_3,tz_main_2_aux_recon,cg_main_2_aux_recon
0,0.8338874578475952,0.8830379247665405,0.8458090424537659,0.9005251526832581,0.8244410753250122,0.8681925535202026,0.834404468536377,0.8918315768241882
1,0.6756722927093506,0.7876420617103577,0.6459688544273376,0.7998998165130615,0.6376013159751892,0.7928307056427002,0.6593723297119141,0.7826463580131531
2,0.6551492214202881,0.8265258073806763,0.6898800730705261,0.884251058101654,0.7244530320167542,0.8518995642662048,0.7006727457046509,0.8910337686538696
3,0.8467565178871155,0.9070047736167908,0.8766082525253296,0.9316847324371338,0.8693016767501831,0.9177407026290894,0.8585115075111389,0.9129571914672852
4,0.7434185743331909,0.9254376888275146,0.761040449142456,0.9388701319694519,0.7413233518600464,0.9327583909034729,0.7275785207748413,0.9323703646659851
5,0.8477689623832703,0.9336381554603577,0.8310996890068054,0.9358248114585876,0.8447039723396301,0.9288705587387085,0.8173621892929077,0.9318622946739197
6,0.857074499130249,0.918841540813446,0.8540001511573792,0.909832239151001,0.814290463924408,0.8884175419807434,0.8242856860160828,0.9140028357505798
7,0.845115602016449,0.9305784702301025,0.8647528290748596,0.9439358115196228,0.8438650369644165,0.9307019114494324,0.8325802683830261,0.9266388416290283
8,0.7945317625999451,0.9034584760665894,0.7988568544387817,0.9032945036888123,0.7927185893058777,0.8945099711418152,0.7855933904647827,0.8817402124404907
9,0.6734338998794556,0.8962756991386414,0.678680419921875,0.8984931111335754,0.6710712313652039,0.8924036622047424,0.6639399528503418,0.8881157636642456
10,0.8112598657608032,0.8987612724304199,0.7965912222862244,0.8843708038330078,0.7809550762176514,0.8794825673103333,0.8065400719642639,0.8948145508766174
11,0.8538011908531189,0.8714357018470764,0.8159177303314209,0.8462052345275879,0.8415493965148926,0.8870415687561035,0.8104947805404663,0.8366018533706665
12,0.6281752586364746,0.8544021844863892,0.6505146026611328,0.8822548389434814,0.6447612047195435,0.8574984669685364,0.6218830347061157,0.869312584400177
13,0.795025110244751,0.8572252988815308,0.8366566896438599,0.8631013631820679,0.8120138645172119,0.8492363691329956,0.8224006295204163,0.8822133541107178
14,0.756838321685791,0.9050542712211609,0.7441860437393188,0.8914535045623779,0.7867067456245422,0.9087908267974854,0.7625870704650879,0.9012418985366821
15,0.8641865849494934,0.9270540475845337,0.8764395117759705,0.9433310031890869,0.867300271987915,0.9229757785797119,0.8723123669624329,0.9345381259918213
16,0.7573586702346802,0.8960877656936646,0.7728365659713745,0.9136178493499756,0.7624793648719788,0.9003965854644775,0.7699375152587891,0.9273383021354675
17,0.8370069861412048,0.8798370957374573,0.8236602544784546,0.9239468574523926,0.8367430567741394,0.9029401540756226,0.8420509696006775,0.9071586728096008
18,0.7813460826873779,0.8938050866127014,0.7976716160774231,0.9024975299835205,0.7721130847930908,0.8885218501091003,0.7249252796173096,0.8634687662124634
19,0.8317031860351562,0.9335082769393921,0.8431351780891418,0.9309149384498596,0.8534690737724304,0.9473427534103394,0.8260397911071777,0.9287661910057068
20,0.8271386027336121,0.8791135549545288,0.8554202914237976,0.8936190605163574,0.8468531966209412,0.8948763012886047,0.8374818563461304,0.9113336801528931
21,0.7248628735542297,0.8409889340400696,0.7391682267189026,0.8601178526878357,0.7070521712303162,0.845466136932373,0.7285243272781372,0.8498761653900146
22,0.8365424275398254,0.8851355910301208,0.833922266960144,0.8819538950920105,0.8171995878219604,0.8865748047828674,0.8251197934150696,0.8702856302261353
23,0.7945479154586792,0.8767895698547363,0.8241833448410034,0.9252598285675049,0.8248698115348816,0.8948238492012024,0.8133148550987244,0.9009120464324951
24,0.8720510005950928,0.9133956432342529,0.8852436542510986,0.9282695651054382,0.8735678791999817,0.9264947772026062,0.8838328123092651,0.9220497608184814
25,0.8512410521507263,0.8771382570266724,0.8533287644386292,0.8847110271453857,0.8846834301948547,0.8854864239692688,0.8484325408935547,0.874316930770874
26,0.7654720544815063,0.9037191867828369,0.7711561918258667,0.916538417339325,0.7568283677101135,0.9124789834022522,0.7486617565155029,0.8782354593276978
27,0.815852165222168,0.9405609965324402,0.8401206135749817,0.9476248025894165,0.8111006021499634,0.9451704621315002,0.8211528062820435,0.9441860318183899
28,0.7996217012405396,0.8949642777442932,0.8160706162452698,0.9170608520507812,0.8161969184875488,0.8990835547447205,0.8047508597373962,0.900836169719696
29,0.7653684020042419,0.8942520618438721,0.778849184513092,0.8863810896873474,0.7643667459487915,0.8826659321784973,0.7852455377578735,0.9187455773353577
30,0.8285542130470276,0.8520433902740479,0.82887864112854,0.870369553565979,0.8387637734413147,0.8615816831588745,0.802214503288269,0.8535656332969666
31,0.6957604885101318,0.8549537658691406,0.7277121543884277,0.858734667301178,0.6944122314453125,0.869893491268158,0.718887984752655,0.8505879044532776
32,0.6382238268852234,0.574259340763092,0.6140565276145935,0.549531877040863,0.6075636148452759,0.5613968968391418,0.6381546854972839,0.5918304920196533
33,0.7896485924720764,0.8235902786254883,0.7942726016044617,0.8351903557777405,0.8167623281478882,0.8234110474586487,0.7819147109985352,0.8182342648506165
34,0.6843194365501404,0.866949737071991,0.700741171836853,0.8388445377349854,0.6829617023468018,0.8608347177505493,0.693394124507904,0.874821126461029
35,0.7757242321968079,0.8633870482444763,0.8099289536476135,0.9061092734336853,0.7979962825775146,0.8760235905647278,0.7439015507698059,0.8506616353988647
36,0.7986524105072021,0.8900671601295471,0.7652488946914673,0.8673283457756042,0.8028910160064697,0.8701037764549255,0.7719205617904663,0.8649333119392395
37,0.8470922112464905,0.8901277780532837,0.8612850904464722,0.8912876844406128,0.8151801824569702,0.87746661901474,0.8228161931037903,0.884676992893219
38,0.8277451992034912,0.9199352264404297,0.844961941242218,0.9389837384223938,0.8539838790893555,0.9309126734733582,0.8364983797073364,0.9325810074806213
39,0.7952304482460022,0.9147034883499146,0.8015776872634888,0.9378434419631958,0.7689618468284607,0.9183396697044373,0.8171153664588928,0.9016613364219666
40,0.7694409489631653,0.9006468653678894,0.7683361768722534,0.905899703502655,0.7513184547424316,0.9141424298286438,0.6971724033355713,0.8835893869400024
41,0.8424630761146545,0.9091719388961792,0.8347500562667847,0.8946682214736938,0.8622556328773499,0.9121617078781128,0.8147202134132385,0.8691616654396057
42,0.8252043128013611,0.8957850337028503,0.8369047045707703,0.8984154462814331,0.8520379662513733,0.9259719252586365,0.811659038066864,0.9075835943222046
43,0.7052866220474243,0.7529300451278687,0.6824423670768738,0.7100130319595337,0.6930774450302124,0.7168781757354736,0.7087506055831909,0.7494908571243286
44,0.5750583410263062,0.8314478397369385,0.5476031303405762,0.8150820136070251,0.5921847820281982,0.8180326819419861,0.5330106616020203,0.7998899221420288
45,0.7650771141052246,0.8953056335449219,0.7609521150588989,0.9205387234687805,0.7435904741287231,0.8844176530838013,0.7439024448394775,0.88458651304245
46,0.6959731578826904,0.8325057029724121,0.695399284362793,0.8209479451179504,0.6992154717445374,0.8377141952514648,0.6852908730506897,0.8063710927963257
47,0.7933368682861328,0.8575077056884766,0.7906938791275024,0.8618292808532715,0.7980874180793762,0.8693225383758545,0.7979949712753296,0.8711895942687988
48,0.10333425551652908,0.07022607326507568,0.16775885224342346,0.550750195980072,0.07198986411094666,0.0317460335791111,0.11548078805208206,0.22573363780975342
49,0.7306787371635437,0.7635225057601929,0.7959635853767395,0.8134826421737671,0.8007174730300903,0.8185690641403198,0.8144180774688721,0.8047666549682617
50,0.7925141453742981,0.8884152770042419,0.8037107586860657,0.9015893340110779,0.8108285069465637,0.8653003573417664,0.8029366135597229,0.8960414528846741
51,0.8164725303649902,0.8962638974189758,0.8151293992996216,0.9020501375198364,0.8247499465942383,0.899485170841217,0.8263352513313293,0.904776930809021
52,0.7631760835647583,0.8680511116981506,0.8300861120223999,0.89677494764328,0.7760207653045654,0.8669626712799072,0.7998145222663879,0.8762779831886292
53,0.7927601933479309,0.825317919254303,0.7977184653282166,0.834693431854248,0.7890446782112122,0.802428126335144,0.7960375547409058,0.8512873649597168
54,0.7136486172676086,0.6706187725067139,0.7497904896736145,0.6815948486328125,0.7574355602264404,0.8685001134872437,0.7149156928062439,0.763688325881958
55,0.5982953310012817,0.8574967980384827,0.49638935923576355,0.8181394934654236,0.5700861215591431,0.7929279208183289,0.49782368540763855,0.7895731329917908
56,0.6314256191253662,0.7967138290405273,0.6812028288841248,0.8207341432571411,0.6836062073707581,0.821660041809082,0.7307551503181458,0.8294233679771423
57,0.404128760099411,0.528792142868042,0.39452189207077026,0.5801430344581604,0.3877672553062439,0.5155665278434753,0.4166103005409241,0.5552367568016052
58,0.8308372497558594,0.9292190670967102,0.8340557813644409,0.9275693893432617,0.8076733350753784,0.9169156551361084,0.7839317917823792,0.8978304266929626
59,0.7627661824226379,0.8652629256248474,0.8209923505783081,0.9051167368888855,0.7845892906188965,0.8704841732978821,0.7820897102355957,0.9093737602233887
